Volumenindex des Auftragseingangs, Vorleistungsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/04/2025;80,3;-4,2;80,4;0,0
01/05/2025;77,2;-3,0;80,4;0,0
01/06/2025;79,9;-0,2;80,4;0,0
01/07/2025;80,6;-6,1;80,5;0,1
01/08/2025;71,3;-4,2;80,6;0,1
01/09/2025;83,3;7,5;80,7;0,1
01/10/2025;81,7;0,5;80,9;0,2
01/11/2025;79,3;-2,6;81,2;0,4
01/12/2025;76,8;7,7;81,5;0,4
01/01/2026;82,5;-6,6;81,9;0,5
01/02/2026;80,5;-1,6;82,3;0,5
01/03/2026;97,2;10,7;82,6;0,4
