Volumenindex des Umsatzes, Verarbeitendes Gewerbe insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/02/2017;98,9;-2,0;104,2;0,5
01/03/2017;119,1;10,0;104,8;0,6
01/04/2017;98,3;-7,2;105,3;0,5
01/05/2017;109,3;10,3;105,8;0,5
01/06/2017;109,1;-1,7;106,4;0,6
01/07/2017;101,8;5,5;106,9;0,5
01/08/2017;104,2;6,0;107,5;0,6
01/09/2017;112,6;1,6;107,8;0,3
01/10/2017;104,4;3,5;108,3;0,5
01/11/2017;118,6;6,9;108,5;0,2
01/12/2017;105,0;3,8;108,7;0,2
01/01/2018;101,5;7,5;108,5;-0,2
01/02/2018;100,9;2,0;108,4;-0,1
01/03/2018;114,5;-3,9;108,2;-0,2
01/04/2018;108,0;9,9;108,1;-0,1
01/05/2018;105,8;-3,2;107,9;-0,2
01/06/2018;114,2;4,7;107,7;-0,2
01/07/2018;105,9;4,0;107,5;-0,2
01/08/2018;102,8;-1,3;107,3;-0,2
01/09/2018;106,2;-5,7;107,1;-0,2
01/10/2018;111,2;6,5;106,9;-0,2
01/11/2018;112,2;-5,4;106,8;-0,1
01/12/2018;97,7;-7,0;106,8;0,0
01/01/2019;101,1;-0,4;106,6;-0,2
01/02/2019;102,7;1,8;106,5;-0,1
01/03/2019;112,5;-1,7;106,4;-0,1
01/04/2019;106,4;-1,5;106,2;-0,2
01/05/2019;109,1;3,1;105,9;-0,3
01/06/2019;100,3;-12,2;105,7;-0,2
01/07/2019;107,2;1,2;105,2;-0,5
01/08/2019;97,0;-5,6;104,5;-0,7
01/09/2019;108,5;2,2;103,7;-0,8
01/10/2019;108,6;-2,3;102,7;-1,0
01/11/2019;107,0;-4,6;101,7;-1,0
01/12/2019;96,3;-1,4;100,7;-1,0
01/01/2020;96,8;-4,3;99,6;-1,1
01/02/2020;99,4;-3,2;98,8;-0,8
01/03/2020;104,3;-7,3;98,1;-0,7
01/04/2020;71,5;-32,8;97,5;-0,6
01/05/2020;76,8;-29,6;97,1;-0,4
01/06/2020;93,0;-7,3;97,0;-0,1
01/07/2020;97,4;-9,1;97,0;0,0
01/08/2020;85,4;-12,0;97,4;0,4
01/09/2020;104,8;-3,4;97,9;0,5
01/10/2020;105,8;-2,6;98,5;0,6
01/11/2020;107,5;0,5;99,0;0,5
01/12/2020;100,3;4,2;99,4;0,4
01/01/2021;85,7;-11,5;99,5;0,1
01/02/2021;94,3;-5,1;99,8;0,3
01/03/2021;117,0;12,2;100,1;0,3
01/04/2021;99,4;39,0;100,2;0,1
01/05/2021;96,1;25,1;100,0;-0,2
01/06/2021;105,5;13,4;99,9;-0,1
01/07/2021;99,6;2,3;99,7;-0,2
01/08/2021;89,0;4,2;99,4;-0,3
01/09/2021;102,6;-2,1;99,3;-0,1
01/10/2021;99,4;-6,0;99,3;0,0
01/11/2021;108,8;1,2;99,4;0,1
01/12/2021;102,4;2,1;99,6;0,2
01/01/2022;92,4;7,8;99,9;0,3
01/02/2022;98,5;4,5;100,3;0,4
01/03/2022;111,1;-5,0;100,6;0,3
01/04/2022;94,1;-5,3;101,0;0,4
01/05/2022;103,8;8,0;101,4;0,4
01/06/2022;105,9;0,4;101,8;0,4
01/07/2022;97,2;-2,4;102,1;0,3
01/08/2022;97,9;10,0;102,3;0,2
01/09/2022;110,7;7,9;102,5;0,2
01/10/2022;99,7;0,3;102,5;0,0
01/11/2022;113,2;4,0;102,5;0,0
01/12/2022;104,4;2,0;102,4;-0,1
01/01/2023;92,0;-0,4;102,2;-0,2
01/02/2023;97,5;-1,0;102,0;-0,2
01/03/2023;115,1;3,6;101,7;-0,3
01/04/2023;91,8;-2,4;101,3;-0,4
