Volumenindex des Auftragseingangs, Vorleistungsgüter, Ausland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/03/2005;72,8;-2,7;67,4;0,1
01/04/2005;70,0;3,9;68,3;1,3
01/05/2005;67,2;2,4;69,0;1,0
01/06/2005;76,1;6,9;70,2;1,7
01/07/2005;71,3;9,0;74,2;5,7
01/08/2005;65,7;9,7;72,1;-2,8
01/09/2005;76,3;6,9;72,9;1,1
01/10/2005;70,7;8,6;74,1;1,6
01/11/2005;75,8;13,6;75,3;1,6
01/12/2005;74,5;12,4;76,2;1,2
01/01/2006;78,7;13,7;75,1;-1,4
01/02/2006;76,7;15,0;77,6;3,3
01/03/2006;87,9;20,7;76,8;-1,0
01/04/2006;74,5;6,4;79,0;2,9
01/05/2006;80,8;20,2;79,0;0,0
01/06/2006;83,5;9,7;80,9;2,4
01/07/2006;77,5;8,7;80,7;-0,2
01/08/2006;74,6;13,5;81,4;0,9
01/09/2006;82,3;7,9;81,0;-0,5
01/10/2006;81,7;15,6;83,4;3,0
01/11/2006;84,3;11,2;83,7;0,4
01/12/2006;77,1;3,5;82,1;-1,9
01/01/2007;86,9;10,4;82,2;0,1
01/02/2007;83,0;8,2;83,9;2,1
01/03/2007;98,3;11,8;88,3;5,2
01/04/2007;81,1;8,9;83,7;-5,2
01/05/2007;85,6;5,9;85,6;2,3
01/06/2007;91,5;9,6;88,6;3,5
01/07/2007;84,1;8,5;85,0;-4,1
01/08/2007;79,2;6,2;85,9;1,1
01/09/2007;87,7;6,6;89,3;4,0
01/10/2007;89,6;9,7;89,2;-0,1
01/11/2007;92,3;9,5;91,6;2,7
01/12/2007;80,6;4,5;89,8;-2,0
01/01/2008;93,2;7,2;88,2;-1,8
01/02/2008;87,9;5,9;86,4;-2,0
01/03/2008;89,4;-9,1;87,3;1,0
01/04/2008;91,4;12,7;86,5;-0,9
01/05/2008;86,4;0,9;88,1;1,8
01/06/2008;89,2;-2,5;84,7;-3,9
01/07/2008;86,5;2,9;84,8;0,1
01/08/2008;75,1;-5,2;85,9;1,3
01/09/2008;83,3;-5,0;80,5;-6,3
01/10/2008;80,5;-10,2;80,2;-0,4
01/11/2008;71,2;-22,9;73,5;-8,4
01/12/2008;61,5;-23,7;66,2;-9,9
01/01/2009;61,8;-33,7;60,9;-8,0
01/02/2009;57,7;-34,4;58,5;-3,9
01/03/2009;65,8;-26,4;59,1;1,0
01/04/2009;62,0;-32,2;62,3;5,4
01/05/2009;62,9;-27,2;64,4;3,4
01/06/2009;69,8;-21,7;67,5;4,8
01/07/2009;70,3;-18,7;68,7;1,8
01/08/2009;62,9;-16,2;71,2;3,6
01/09/2009;74,9;-10,1;72,5;1,8
01/10/2009;72,3;-10,2;72,0;-0,7
01/11/2009;72,3;1,5;72,6;0,8
01/12/2009;65,6;6,7;69,7;-4,0
01/01/2010;74,3;20,2;75,2;7,9
01/02/2010;76,0;31,7;76,9;2,3
01/03/2010;89,2;35,6;77,4;0,7
01/04/2010;79,7;28,5;79,7;3,0
01/05/2010;77,3;22,9;79,2;-0,6
01/06/2010;83,8;20,1;79,0;-0,3
01/07/2010;80,9;15,1;80,7;2,2
01/08/2010;73,6;17,0;81,4;0,9
01/09/2010;82,1;9,6;80,0;-1,7
01/10/2010;79,7;10,2;80,9;1,1
01/11/2010;83,3;15,2;82,1;1,5
01/12/2010;79,7;21,5;84,2;2,6
01/01/2011;88,6;19,2;86,9;3,2
01/02/2011;85,4;12,4;85,4;-1,7
01/03/2011;98,6;10,5;86,6;1,4
01/04/2011;81,9;2,8;84,4;-2,5
01/05/2011;88,1;14,0;82,4;-2,4
01/06/2011;84,2;0,5;84,3;2,3
01/07/2011;81,8;1,1;83,7;-0,7
01/08/2011;78,9;7,2;85,3;1,9
01/09/2011;83,2;1,3;81,4;-4,6
01/10/2011;76,5;-4,0;80,3;-1,4
01/11/2011;78,8;-5,4;77,5;-3,5
01/12/2011;78,5;-1,5;83,4;7,6
01/01/2012;86,3;-2,6;82,1;-1,6
01/02/2012;85,6;0,2;83,9;2,2
01/03/2012;88,7;-10,0;79,2;-5,6
01/04/2012;78,0;-4,8;80,3;1,4
01/05/2012;82,8;-6,0;82,1;2,2
01/06/2012;82,2;-2,4;79,9;-2,7
01/07/2012;80,7;-1,3;80,1;0,3
