Volumenindex des Auftragseingangs, Gebrauchsgüter insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/03/2013;69,7;-8,2;66,7;0,3
01/04/2013;69,8;8,9;66,8;0,1
01/05/2013;64,4;-3,6;67,1;0,4
01/06/2013;71,0;6,0;67,4;0,4
01/07/2013;67,6;1,7;67,6;0,3
01/08/2013;60,3;-5,2;67,8;0,3
01/09/2013;73,0;3,1;68,0;0,3
01/10/2013;74,4;6,9;68,1;0,1
01/11/2013;69,9;5,4;68,1;0,0
01/12/2013;57,3;8,7;68,0;-0,1
01/01/2014;68,1;0,7;67,8;-0,3
01/02/2014;64,4;2,4;67,8;0,0
01/03/2014;71,9;3,2;67,8;0,0
01/04/2014;71,8;2,9;67,8;0,0
01/05/2014;65,4;1,6;67,7;-0,1
01/06/2014;66,8;-5,9;67,7;0,0
01/07/2014;66,8;-1,2;67,7;0,0
01/08/2014;59,6;-1,2;67,8;0,1
01/09/2014;73,5;0,7;68,0;0,3
01/10/2014;72,8;-2,2;68,1;0,1
01/11/2014;67,0;-4,1;68,4;0,4
01/12/2014;61,2;6,8;68,5;0,1
01/01/2015;68,2;0,1;68,7;0,3
01/02/2015;66,2;2,8;69,0;0,4
01/03/2015;75,9;5,6;69,2;0,3
01/04/2015;68,5;-4,6;69,6;0,6
01/05/2015;63,1;-3,5;70,0;0,6
01/06/2015;73,0;9,3;70,4;0,6
01/07/2015;72,5;8,5;70,8;0,6
01/08/2015;63,2;6,0;71,2;0,6
01/09/2015;78,1;6,3;71,4;0,3
01/10/2015;77,1;5,9;71,6;0,3
01/11/2015;72,1;7,6;71,8;0,3
01/12/2015;65,7;7,4;72,1;0,4
01/01/2016;72,5;6,3;72,3;0,3
01/02/2016;69,9;5,6;72,4;0,1
01/03/2016;75,4;-0,7;72,5;0,1
01/04/2016;80,5;17,5;72,7;0,3
01/05/2016;64,9;2,9;72,8;0,1
01/06/2016;76,6;4,9;73,0;0,3
01/07/2016;69,2;-4,6;73,3;0,4
01/08/2016;68,3;8,1;73,6;0,4
01/09/2016;79,4;1,7;74,1;0,7
01/10/2016;80,6;4,5;74,6;0,7
01/11/2016;78,8;9,3;75,0;0,5
01/12/2016;70,1;6,7;75,7;0,9
01/01/2017;75,8;4,6;76,5;1,1
01/02/2017;75,2;7,6;77,5;1,3
01/03/2017;92,3;22,4;78,5;1,3
01/04/2017;72,6;-9,8;79,4;1,1
01/05/2017;80,4;23,9;80,1;0,9
01/06/2017;81,7;6,7;80,8;0,9
01/07/2017;72,8;5,2;81,3;0,6
01/08/2017;82,7;21,1;81,8;0,6
01/09/2017;86,9;9,4;82,2;0,5
01/10/2017;85,1;5,6;82,6;0,5
01/11/2017;92,3;17,1;82,8;0,2
01/12/2017;75,6;7,8;82,9;0,1
01/01/2018;82,0;8,2;82,9;0,0
01/02/2018;76,6;1,9;82,9;0,0
01/03/2018;83,5;-9,5;82,9;0,0
01/04/2018;79,4;9,4;83,0;0,1
01/05/2018;82,5;2,6;83,1;0,1
01/06/2018;86,7;6,1;83,1;0,0
01/07/2018;82,7;13,6;82,9;-0,2
01/08/2018;83,2;0,6;82,6;-0,4
01/09/2018;82,6;-4,9;82,5;-0,1
01/10/2018;89,7;5,4;82,4;-0,1
01/11/2018;85,5;-7,4;82,3;-0,1
01/12/2018;71,7;-5,2;82,3;0,0
01/01/2019;84,2;2,7;82,4;0,1
01/02/2019;79,2;3,4;82,6;0,2
01/03/2019;85,1;1,9;82,8;0,2
01/04/2019;79,5;0,1;83,2;0,5
01/05/2019;81,3;-1,5;83,7;0,6
01/06/2019;77,6;-10,5;84,4;0,8
01/07/2019;86,2;4,2;85,0;0,7
01/08/2019;82,7;-0,6;85,5;0,6
01/09/2019;94,7;14,6;85,7;0,2
01/10/2019;89,3;-0,4;85,9;0,2
01/11/2019;93,1;8,9;85,9;0,0
01/12/2019;80,6;12,4;86,0;0,1
01/01/2020;90,2;7,1;86,0;0,0
01/02/2020;82,0;3,5;86,0;0,0
01/03/2020;85,3;0,2;85,9;-0,1
01/04/2020;60,5;-23,9;85,8;-0,1
01/05/2020;73,9;-9,1;85,8;0,0
01/06/2020;78,1;0,6;86,2;0,5
01/07/2020;84,6;-1,9;87,1;1,0
01/08/2020;82,0;-0,8;88,6;1,7
01/09/2020;102,1;7,8;90,3;1,9
01/10/2020;101,5;13,7;92,2;2,1
01/11/2020;95,0;2,0;94,0;2,0
01/12/2020;91,5;13,5;95,6;1,7
01/01/2021;90,0;-0,2;97,1;1,6
01/02/2021;89,4;9,0;98,1;1,0
01/03/2021;106,3;24,6;98,9;0,8
01/04/2021;113,9;88,3;99,7;0,8
01/05/2021;106,8;44,5;100,1;0,4
01/06/2021;106,9;36,9;100,5;0,4
01/07/2021;102,1;20,7;100,7;0,2
01/08/2021;92,8;13,2;101,1;0,4
01/09/2021;95,4;-6,6;101,6;0,5
01/10/2021;93,7;-7,7;102,5;0,9
01/11/2021;100,4;5,7;103,6;1,1
01/12/2021;102,3;11,8;104,7;1,1
01/01/2022;100,0;11,1;105,5;0,8
01/02/2022;101,1;13,1;106,2;0,7
01/03/2022;131,7;23,9;106,7;0,5
01/04/2022;123,1;8,1;106,9;0,2
01/05/2022;122,9;15,1;106,5;-0,4
01/06/2022;107,3;0,4;106,0;-0,5
01/07/2022;93,0;-8,9;105,1;-0,8
01/08/2022;106,3;14,5;103,8;-1,2
01/09/2022;107,4;12,6;102,2;-1,5
01/10/2022;101,4;8,2;100,0;-2,2
01/11/2022;94,9;-5,5;97,7;-2,3
01/12/2022;90,0;-12,0;95,6;-2,1
01/01/2023;85,0;-15,0;93,9;-1,8
01/02/2023;93,4;-7,6;92,5;-1,5
01/03/2023;108,1;-17,9;91,3;-1,3
01/04/2023;88,6;-28,0;90,1;-1,3
01/05/2023;82,6;-32,8;89,4;-0,8
01/06/2023;96,9;-9,7;88,7;-0,8
01/07/2023;75,6;-18,7;88,3;-0,5
01/08/2023;96,5;-9,2;87,8;-0,6
01/09/2023;84,2;-21,6;87,3;-0,6
01/10/2023;86,5;-14,7;87,1;-0,2
01/11/2023;100,8;6,2;86,8;-0,3
01/12/2023;77,8;-13,6;86,3;-0,6
01/01/2024;76,4;-10,1;85,8;-0,6
01/02/2024;79,8;-14,6;85,5;-0,3
