Volumenindex des Auftragseingangs, Vorleistungsgüter, Inland
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, 2021=100;Saison- und kalenderbereinigte Werte nach X 13 JDemetra+, Veränderung gegenüber Vorsmonat in %
01/01/2014;100,7;2,9;96,0;1,8
01/02/2014;95,8;5,4;96,0;0,0
01/03/2014;97,4;0,5;93,7;-2,4
01/04/2014;97,7;1,6;95,7;2,1
01/05/2014;95,1;4,6;93,7;-2,1
01/06/2014;91,6;-1,2;93,5;-0,2
01/07/2014;99,4;0,8;94,4;1,0
01/08/2014;83,8;-5,2;92,3;-2,2
01/09/2014;91,5;-0,1;92,0;-0,3
01/10/2014;95,9;-1,3;92,8;0,9
01/11/2014;90,1;-5,6;90,1;-2,9
01/12/2014;82,6;4,3;96,0;6,5
01/01/2015;95,9;-4,8;94,0;-2,1
01/02/2015;90,5;-5,5;91,8;-2,3
01/03/2015;103,0;5,7;94,0;2,4
01/04/2015;94,6;-3,2;93,0;-1,1
01/05/2015;88,9;-6,5;93,8;0,9
01/06/2015;97,2;6,1;93,4;-0,4
01/07/2015;97,6;-1,8;92,7;-0,7
01/08/2015;84,6;1,0;93,0;0,3
01/09/2015;92,6;1,2;93,1;0,1
01/10/2015;95,5;-0,4;92,1;-1,1
01/11/2015;97,4;8,1;93,7;1,7
01/12/2015;81,7;-1,1;92,6;-1,2
01/01/2016;90,1;-6,0;91,2;-1,5
01/02/2016;94,0;3,9;92,2;1,1
01/03/2016;96,5;-6,3;90,8;-1,5
01/04/2016;102,7;8,6;97,9;7,8
01/05/2016;90,8;2,1;91,6;-6,4
01/06/2016;98,3;1,1;92,4;0,9
01/07/2016;89,7;-8,1;90,9;-1,6
01/08/2016;89,6;5,9;93,3;2,6
01/09/2016;90,7;-2,1;91,4;-2,0
01/10/2016;91,5;-4,2;94,6;3,5
01/11/2016;98,6;1,2;93,8;-0,8
01/12/2016;85,0;4,0;94,1;0,3
01/01/2017;96,5;7,1;91,6;-2,7
01/02/2017;99,8;6,2;101,0;10,3
01/03/2017;108,2;12,1;95,1;-5,8
01/04/2017;91,0;-11,4;95,7;0,6
01/05/2017;99,1;9,1;94,5;-1,3
01/06/2017;96,5;-1,8;95,9;1,5
01/07/2017;95,6;6,6;96,9;1,0
01/08/2017;100,7;12,4;105,5;8,9
01/09/2017;95,4;5,2;99,4;-5,8
01/10/2017;97,7;6,8;100,9;1,5
01/11/2017;105,5;7,0;100,4;-0,5
01/12/2017;89,0;4,7;102,4;2,0
