Volumenindex des Auftragseingangs, Verarbeitendes insgesamt
Datum;Originalwert, 2021=100;Originalwert, Veränderung gegenüber Vorjahresmonat in %;Trend-Konjunktur-Komponente (BV 4.1), 2021=100;Trend-Konjunktur-Komponente (BV 4.1), Veränderung gegenüber Vormonat in %
01/10/2020;96,9;2,2;91,1;1,9
01/11/2020;99,2;9,9;92,9;2,0
01/12/2020;99,3;11,2;94,6;1,8
01/01/2021;92,2;-4,6;96,2;1,7
01/02/2021;95,3;7,1;97,8;1,7
01/03/2021;113,5;33,4;99,2;1,4
01/04/2021;101,8;91,4;100,3;1,1
01/05/2021;92,9;63,3;100,9;0,6
01/06/2021;105,6;39,7;101,4;0,5
01/07/2021;103,1;22,7;101,5;0,1
01/08/2021;86,9;12,9;101,4;-0,1
01/09/2021;107,8;16,2;101,2;-0,2
01/10/2021;93,6;-3,4;101,0;-0,2
01/11/2021;104,1;4,9;100,7;-0,3
01/12/2021;103,3;4,0;100,3;-0,4
01/01/2022;106,2;15,2;99,8;-0,5
01/02/2022;101,9;6,9;99,1;-0,7
01/03/2022;108,9;-4,1;98,2;-0,9
01/04/2022;89,3;-12,3;97,4;-0,8
01/05/2022;95,6;2,9;96,4;-1,0
01/06/2022;96,9;-8,2;95,5;-0,9
01/07/2022;92,2;-10,6;94,5;-1,0
01/08/2022;87,4;0,6;93,6;-1,0
01/09/2022;92,9;-13,8;92,7;-1,0
01/10/2022;90,2;-3,6;91,9;-0,9
01/11/2022;91,9;-11,7;91,0;-1,0
01/12/2022;94,2;-8,8;90,3;-0,8
01/01/2023;93,1;-12,3;89,9;-0,4
01/02/2023;92,1;-9,6;89,6;-0,3
01/03/2023;96,5;-11,4;89,4;-0,2
01/04/2023;76,8;-14,0;89,2;-0,2
01/05/2023;86,4;-9,6;89,3;0,1
01/06/2023;105,4;8,8;89,2;-0,1
01/07/2023;80,4;-12,8;89,1;-0,1
01/08/2023;80,9;-7,4;88,9;-0,2
01/09/2023;89,3;-3,9;88,7;-0,2
01/10/2023;83,9;-7,0;88,4;-0,3
01/11/2023;90,0;-2,1;88,4;0,0
01/12/2023;102,3;8,6;88,3;-0,1
01/01/2024;88,8;-4,6;88,0;-0,3
01/02/2024;86,6;-6,0;87,7;-0,3
01/03/2024;91,5;-5,2;87,6;-0,1
01/04/2024;85,4;11,2;87,5;-0,1
01/05/2024;81,1;-6,1;87,4;-0,1
01/06/2024;87,8;-16,7;87,5;0,1
01/07/2024;86,9;8,1;87,7;0,2
01/08/2024;76,6;-5,3;88,1;0,5
01/09/2024;93,0;4,1;88,4;0,3
01/10/2024;97,0;15,6;88,6;0,2
01/11/2024;86,1;-4,3;88,7;0,1
01/12/2024;86,7;-15,2;88,8;0,1
01/01/2025;91,7;3,3;89,2;0,5
01/02/2025;87,2;0,7;89,4;0,2
01/03/2025;98,0;7,1;89,2;-0,2
01/04/2025;86,5;1,3;89,2;0,0
01/05/2025;89,4;10,2;89,3;0,1
01/06/2025;92,7;5,6;89,5;0,2
01/07/2025;87,5;0,7;89,6;0,1
01/08/2025;72,7;-5,1;89,8;0,2
01/09/2025;93,4;0,4;89,7;-0,1
01/10/2025;89,7;-7,5;90,2;0,6
01/11/2025;92,0;6,9;91,0;0,9
01/12/2025;98,9;14,1;91,9;1,0
01/01/2026;87,0;-5,1;92,9;1,1
01/02/2026;90,3;3,6;93,7;0,9
01/03/2026;109,5;11,7;94,4;0,7
