datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,trendkonjunkturkomponente_bv_41_2021100,trendkonjunkturkomponente_bv_41_vernderung_gegenber_vormonat_in_
01/05/2015,84.8,-4.2,93.6,0.1
01/06/2015,95.2,11.0,93.8,0.2
01/07/2015,102.4,8.5,94.0,0.2
01/08/2015,80.8,2.3,94.0,0.0
01/09/2015,94.0,5.9,94.0,0.0
01/10/2015,96.1,0.1,94.0,0.0
01/11/2015,96.4,9.2,93.7,-0.3
01/12/2015,92.5,6.0,93.6,-0.1
01/01/2016,86.6,-2.9,93.5,-0.1
01/02/2016,95.3,6.2,93.5,0.0
01/03/2016,104.8,-7.3,93.6,0.1
01/04/2016,97.0,1.9,93.9,0.3
01/05/2016,90.7,7.0,94.3,0.4
01/06/2016,102.7,7.9,94.8,0.5
01/07/2016,87.8,-14.3,95.4,0.6
01/08/2016,88.9,10.0,96.1,0.7
01/09/2016,95.1,1.2,96.9,0.8
01/10/2016,93.4,-2.8,97.6,0.7
01/11/2016,98.3,2.0,98.4,0.8
01/12/2016,109.2,18.1,99.0,0.6
01/01/2017,91.6,5.8,99.6,0.6
01/02/2017,101.9,6.9,100.0,0.4
01/03/2017,114.8,9.5,100.5,0.5
01/04/2017,101.8,4.9,100.8,0.3
01/05/2017,96.8,6.7,101.0,0.2
01/06/2017,104.4,1.7,100.9,-0.1
01/07/2017,95.2,8.4,100.8,-0.1
01/08/2017,90.9,2.2,100.5,-0.3
01/09/2017,100.0,5.2,100.1,-0.4
01/10/2017,97.7,4.6,99.6,-0.5
01/11/2017,105.1,6.9,99.1,-0.5
01/12/2017,97.7,-10.5,98.6,-0.5
01/01/2018,98.5,7.5,98.1,-0.5
01/02/2018,94.2,-7.6,97.9,-0.2
01/03/2018,109.6,-4.5,97.6,-0.3
01/04/2018,94.5,-7.2,97.6,0.0
01/05/2018,93.5,-3.4,97.6,0.0
01/06/2018,98.9,-5.3,97.7,0.1
01/07/2018,97.5,2.4,97.7,0.0
01/08/2018,87.8,-3.4,97.7,0.0
01/09/2018,95.2,-4.8,97.6,-0.1
01/10/2018,96.2,-1.5,97.5,-0.1
01/11/2018,105.6,0.5,97.4,-0.1
01/12/2018,96.4,-1.3,97.1,-0.3
01/01/2019,101.5,3.0,96.7,-0.4
01/02/2019,96.9,2.9,96.4,-0.3
01/03/2019,101.2,-7.7,95.9,-0.5
01/04/2019,91.7,-3.0,95.4,-0.5
01/05/2019,93.8,0.3,94.7,-0.7
01/06/2019,86.6,-12.4,93.8,-1.0
01/07/2019,96.3,-1.2,92.7,-1.2
01/08/2019,80.7,-8.1,91.4,-1.4
01/09/2019,92.8,-2.5,90.0,-1.5
01/10/2019,90.2,-6.2,88.6,-1.6
01/11/2019,91.8,-13.1,87.4,-1.4
01/12/2019,89.7,-7.0,86.4,-1.1
01/01/2020,89.4,-11.9,85.6,-0.9
01/02/2020,91.0,-6.1,84.8,-0.9
01/03/2020,81.3,-19.7,84.2,-0.7
01/04/2020,50.9,-44.5,83.8,-0.5
01/05/2020,63.3,-32.5,83.8,0.0
01/06/2020,112.1,29.4,84.0,0.2
01/07/2020,88.4,-8.2,84.7,0.8
01/08/2020,75.3,-6.7,85.8,1.3
01/09/2020,93.8,1.1,87.4,1.9
01/10/2020,94.4,4.7,89.3,2.2
01/11/2020,95.9,4.5,91.1,2.0
01/12/2020,92.7,3.3,92.9,2.0
01/01/2021,80.2,-10.3,94.7,1.9
01/02/2021,93.5,2.7,96.5,1.9
01/03/2021,117.0,43.9,98.1,1.7
01/04/2021,94.9,86.4,99.2,1.1
01/05/2021,93.6,47.9,100.0,0.8
01/06/2021,118.6,5.8,100.8,0.8
01/07/2021,115.3,30.4,101.2,0.4
01/08/2021,85.9,14.1,101.2,0.0
01/09/2021,92.5,-1.4,101.1,-0.1
01/10/2021,94.1,-0.3,100.9,-0.2
01/11/2021,99.8,4.1,100.5,-0.4
01/12/2021,114.5,23.5,99.9,-0.6
01/01/2022,94.8,18.2,98.9,-1.0
01/02/2022,98.8,5.7,97.7,-1.2
01/03/2022,115.4,-1.4,96.5,-1.2
01/04/2022,88.6,-6.6,95.1,-1.5
01/05/2022,96.9,3.5,93.8,-1.4
01/06/2022,95.0,-19.9,92.8,-1.1
