datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/07/2012,107.2,2.2,114.2,-1.7
01/08/2012,108.6,4.5,116.8,2.3
01/09/2012,108.4,4.0,114.8,-1.7
01/10/2012,117.6,3.2,113.8,-0.9
01/11/2012,118.6,0.7,113.0,-0.7
01/12/2012,118.7,-2.5,110.5,-2.2
01/01/2013,125.7,0.1,112.0,1.4
01/02/2013,116.2,-8.9,113.1,1.0
01/03/2013,127.3,2.4,119.2,5.4
01/04/2013,112.1,0.5,115.4,-3.2
01/05/2013,103.4,-4.6,111.4,-3.5
01/06/2013,103.2,-1.5,114.7,3.0
01/07/2013,108.0,0.7,114.0,-0.6
01/08/2013,105.2,-3.1,113.6,-0.4
01/09/2013,109.2,0.7,114.3,0.6
01/10/2013,117.2,-0.3,113.4,-0.8
01/11/2013,116.8,-1.5,111.9,-1.3
01/12/2013,118.6,-0.1,111.1,-0.7
01/01/2014,122.8,-2.3,109.7,-1.3
01/02/2014,110.3,-5.1,107.2,-2.3
01/03/2014,115.5,-9.3,107.8,0.6
01/04/2014,104.5,-6.8,108.3,0.5
01/05/2014,101.1,-2.2,108.8,0.5
01/06/2014,97.4,-5.6,108.8,0.0
01/07/2014,100.7,-6.8,106.2,-2.4
01/08/2014,99.4,-5.5,107.9,1.6
01/09/2014,106.4,-2.6,110.2,2.1
01/10/2014,116.4,-0.7,112.5,2.1
01/11/2014,115.3,-1.3,110.6,-1.7
01/12/2014,120.1,1.3,112.6,1.8
01/01/2015,124.8,1.6,112.3,-0.3
01/02/2015,117.8,6.8,115.3,2.7
01/03/2015,125.8,8.9,116.3,0.9
01/04/2015,112.5,7.7,116.5,0.2
01/05/2015,104.0,2.9,112.8,-3.2
01/06/2015,105.9,8.7,116.7,3.5
01/07/2015,111.6,10.8,118.3,1.4
01/08/2015,106.4,7.0,115.4,-2.5
01/09/2015,111.8,5.1,117.2,1.6
01/10/2015,117.5,0.9,113.0,-3.6
01/11/2015,119.5,3.6,113.6,0.5
