datum,originalwert_2021100,originalwert_vernderung_gegenber_vorjahresmonat_in_,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_2021100,saison_und_kalenderbereinigte_werte_nach_x_13_jdemetra_vernderung_gegenber_vorsmonat_in_
01/12/2024,106.8,-8.2,102.5,0.0
01/01/2025,84.0,-4.8,99.2,-3.2
01/02/2025,96.7,-4.8,101.7,2.5
01/03/2025,110.6,4.1,105.1,3.3
01/04/2025,101.0,-4.3,103.0,-2.0
01/05/2025,99.8,2.1,101.1,-1.8
01/06/2025,104.2,-1.9,103.5,2.4
01/07/2025,102.5,1.3,101.3,-2.1
01/08/2025,83.2,-6.7,100.5,-0.8
01/09/2025,108.6,0.9,99.0,-1.5
01/10/2025,102.7,-2.0,99.7,0.7
01/11/2025,110.6,-0.7,103.0,3.3
01/12/2025,109.5,2.5,102.0,-1.0
01/01/2026,84.1,0.1,103.4,1.4
01/02/2026,95.3,-1.4,101.8,-1.5
01/03/2026,114.3,3.3,102.4,0.6
